Newcastle City Council Invoices over £250 paid in January 2016,,,,,,,,,
,,,,,,,,,
Directorate,Service Area,Group Description,Paid Date,Supplier Name,Internal Ref,Cap/Rev,Cost Centre,Cost Centre Name,Total
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,19/01/2016,CIC,6805525,Revenue,1MH50,Home Care PD,"1,416.58"
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,19/01/2016,CIC,6805525,Revenue,1MK51,Home Care LD,"7,117.47"
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,19/01/2016,CIC,6805525,Revenue,1MK55,Home Care Family/Carer LD,"8,462.54"
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,19/01/2016,CIC,6805525,Revenue,1MM50,Home Care MH,344.96
Adult and Culture,Social Services-Carefirst              ,Revenue Income,19/01/2016,CIC,6805491,Revenue,1MK50,Supported Living LD,"-2,757.80"
Chief Executive's,CD - Central Policy Unit         ,Revenue Expenditure,25/01/2016,CIPR,6790168,Revenue,1FT04,Policy & Comms Team,"1,200.00"
Chief Executive's,CD - Central Policy Unit         ,Revenue Expenditure,25/01/2016,CIPR,6800411,Revenue,1FT04,Policy & Comms Team,400.00
Environment & Regeneration,NS: City Transport         ,Revenue Expenditure,29/01/2016,CITROEN CONTRACT MOTORING,6815492,Revenue,1V300,Green Travel office,322.00
Environment & Regeneration,NS: City Transport         ,Revenue Expenditure,29/01/2016,CITROEN CONTRACT MOTORING,6815493,Revenue,1V300,Green Travel office,330.00
Adult and Culture,AS - Westgate AE           ,Revenue Expenditure,14/01/2016,CITY & GUILDS,6802011,Revenue,1EA15,Newcastle City Learning Main,840.00
Adult and Culture,AS - Westgate AE           ,Revenue Expenditure,13/01/2016,CITY & GUILDS,6783260,Revenue,1EA15,Newcastle City Learning Main,840.00
Adult and Culture,AS - Westgate AE           ,Revenue Expenditure,08/01/2016,CITY & GUILDS,6796505,Revenue,1EA15,Newcastle City Learning Main,"1,088.00"
Adult and Culture,AS - Westgate AE           ,Revenue Expenditure,20/01/2016,CITY & GUILDS,6807125,Revenue,1EA15,Newcastle City Learning Main,724.00
Environment & Regeneration,E&R Parking Services       ,Revenue Expenditure,22/01/2016,CITY CLEAN NORTHERN LTD,6808657,Revenue,1V204,Car Parking Infrastructure,650.00
Environment & Regeneration,NS: Asset Man              ,Revenue Expenditure,19/01/2016,CITY CLEAN NORTHERN LTD,6805930,Revenue,1FRAW,Premises Contracts,309.00
Environment & Regeneration,Allendale Rd                           ,Revenue Expenditure,25/01/2016,CITY ELECTRICAL FACTORS LTD,6808781,Revenue,1KVEE,Electrical Stand Alone Works,"1,605.00"
Chief Executive's,CD - Mansion House               ,Revenue Expenditure,27/01/2016,CITY LAUNDRY,6813359,Revenue,1FN02,Mansion House,522.45
Chief Executive's,CD - Mansion House               ,Revenue Expenditure,27/01/2016,CITY LAUNDRY,6813415,Revenue,1FN02,Mansion House,333.90
Chief Executive's,CD - Mansion House               ,Revenue Expenditure,27/01/2016,CITY LAUNDRY,6813480,Revenue,1FN02,Mansion House,424.15
Chief Executive's,CD - Finance & Resources NOR           ,Revenue Expenditure,15/01/2016,CITY TREASURER,6804109,Revenue,1CF00,Payroll,9.77
Chief Executive's,CD - Finance & Resources NOR           ,Revenue Expenditure,15/01/2016,CITY TREASURER,6804109,Revenue,1FC40,Cee Central Team,18.78
Chief Executive's,CD - Finance & Resources NOR           ,Revenue Expenditure,15/01/2016,CITY TREASURER,6804109,Revenue,1FJX1,Legal - Expenditure Overheads,49.00
Chief Executive's,CD - Finance & Resources NOR           ,Revenue Expenditure,15/01/2016,CITY TREASURER,6804109,Revenue,1MR52,Adults Admin Pool,11.00
Chief Executive's,CD - Finance & Resources NOR           ,Revenue Expenditure,15/01/2016,CITY TREASURER,6804109,Revenue,1KN21,Elswick Ward,17.30
Chief Executive's,CD - Finance & Resources NOR           ,Revenue Expenditure,15/01/2016,CITY TREASURER,6804109,Revenue,1D506,Rugby World Cup,39.55
Chief Executive's,CD - Finance & Resources NOR           ,Revenue Expenditure,15/01/2016,CITY TREASURER,6804109,Revenue,1DTS1,I&D Property Services,6.00
Chief Executive's,CD - Finance & Resources NOR           ,Revenue Expenditure,15/01/2016,CITY TREASURER,6804109,Revenue,1FP80,Operational HR,1.89
Chief Executive's,CD - Finance & Resources NOR           ,Revenue Expenditure,15/01/2016,CITY TREASURER,6804109,Revenue,1FN01,Lord Mayors Secretariat,33.75
Chief Executive's,CD - Finance & Resources NOR           ,Revenue Expenditure,15/01/2016,CITY TREASURER,6804109,Revenue,1MR05,Information Technology,2.05
Chief Executive's,CD - Finance & Resources NOR           ,Revenue Expenditure,15/01/2016,CITY TREASURER,6804109,Revenue,1D562,River Tyne Sedementation,40.95
Chief Executive's,CD - Finance & Resources NOR           ,Revenue Expenditure,15/01/2016,CITY TREASURER,6804109,Revenue,1HRA1,HRA-General,90.00
Chief Executive's,CD - Finance & Resources NOR           ,Revenue Expenditure,15/01/2016,CITY TREASURER,6804109,Revenue,1FK06,Council Leaders Section,156.55
Chief Executive's,CD - Finance & Resources NOR           ,Revenue Expenditure,15/01/2016,CITY TREASURER,6804109,Revenue,1KN22,Fenham Ward,33.50
Chief Executive's,CD - Finance & Resources NOR           ,Revenue Expenditure,15/01/2016,CITY TREASURER,6804109,Revenue,1FT85,Global Awarness In Action,30.00
Chief Executive's,CD - Finance & Resources NOR           ,Revenue Expenditure,15/01/2016,CITY TREASURER,6804109,Revenue,1MR10,Performance,23.65
Chief Executive's,CD - Finance & Resources NOR           ,Revenue Expenditure,15/01/2016,CITY TREASURER,6804109,Revenue,1D500,Food Safety & Training,27.90
Chief Executive's,CD - Finance & Resources NOR           ,Revenue Expenditure,15/01/2016,CITY TREASURER,6804109,Revenue,1KN71,North Heaton Ward,23.35
Chief Executive's,CD - Finance & Resources NOR           ,Revenue Expenditure,15/01/2016,CITY TREASURER,6804109,Revenue,1MB17,Children's Rights Work,18.35
Chief Executive's,CD - Finance & Resources NOR           ,Revenue Expenditure,15/01/2016,CITY TREASURER,6804109,Revenue,1KN54,Woolsington Ward,10.06
Chief Executive's,CD - Finance & Resources NOR           ,Revenue Expenditure,15/01/2016,CITY TREASURER,6804109,Revenue,1KN72,North Jesmond Ward,25.00
Chief Executive's,CD - Finance & Resources NOR           ,Revenue Expenditure,15/01/2016,CITY TREASURER,6804109,Revenue,1KN62,South Heaton Ward,15.02
Chief Executive's,CD - Finance & Resources NOR           ,Revenue Expenditure,15/01/2016,CITY TREASURER,6804109,Revenue,1D519,Contaminated Land Risk Surveys,50.92
Chief Executive's,CD - Finance & Resources NOR           ,Revenue Expenditure,15/01/2016,CITY TREASURER,6804109,Revenue,1FG51,Chief Executive,11.40
Children's Services,Educ School Planning    ,Revenue Expenditure,14/01/2016,CITY TREASURER,6803161,Revenue,1ML09,PH - Drugs and alcohol,300.00
Chief Executive's,"CD - Policy, Strat & Comms NOR         ",Revenue Expenditure,04/01/2016,CITY YOUTH MUSIC,6794541,Revenue,1KN72,North Jesmond Ward,900.00
Chief Executive's,CD - Revenues & Benefits         ,Revenue Expenditure,27/01/2016,CIVICA UK LTD,6813464,Revenue,1CR01,Revenues & Benefits Managemnt,"1,266.62"
Chief Executive's,CD - Revenues & Benefits         ,Revenue Expenditure,27/01/2016,CIVICA UK LTD,6813466,Revenue,1CR01,Revenues & Benefits Managemnt,483.91
Environment & Regeneration,E&R Raising Participation        ,Revenue Expenditure,15/01/2016,CLARITY RETAIL SYSTEMS LTD,6803290,Revenue,1KL0A,Leisure Factility Central O/H,"2,790.00"
Environment & Regeneration,E&R Raising Participation        ,Revenue Expenditure,29/01/2016,CLARITY RETAIL SYSTEMS LTD,6815522,Revenue,1KL0D,Asset Transfer Procurement,"4,250.00"
Environment & Regeneration,E&R-Highway&Traffic Management   ,Revenue Expenditure,14/01/2016,CLEAR CHANNEL UK LTD,6790062,Revenue,1KE03,Unclassified Road Maintenance,666.55
Environment & Regeneration,Allendale Rd                           ,Revenue Expenditure,08/01/2016,CLEVELAND CABLE COMPANY LTD,6789614,Revenue,1KVEE,Electrical Stand Alone Works,"1,980.48"
Environment & Regeneration,Allendale Rd                           ,Revenue Expenditure,21/01/2016,CLEVELAND CABLE COMPANY LTD,6803403,Revenue,1KVEE,Electrical Stand Alone Works,"14,974.48"
Environment & Regeneration,Allendale Rd                           ,Revenue Expenditure,21/01/2016,CLEVELAND CABLE COMPANY LTD,6803405,Revenue,1KVEE,Electrical Stand Alone Works,290.00
Environment & Regeneration,Highways                               ,Current Assets,05/01/2016,CLEVELAND CABLE COMPANY LTD,6790050,Revenue,4RX01,General Fund,"2,297.00"
Environment & Regeneration,Highways                               ,Revenue Expenditure,22/01/2016,CLEVELAND CABLE COMPANY LTD,6808797,Revenue,1KEMC,Highways,390.00
Environment & Regeneration,Highways                               ,Revenue Expenditure,22/01/2016,CLEVELAND CABLE COMPANY LTD,6808801,Revenue,1KELA,Traffic Sig General O/H,675.00
Environment & Regeneration,NS: Admin & Finance        ,Capital Expenditure,21/01/2016,CLEVELAND LAND SERVICES,6808086,Capital,2CAPI,Capital Investment,"25,471.26"
Environment & Regeneration,NS: Admin & Finance        ,Capital Expenditure,21/01/2016,CLEVELAND LAND SERVICES,6808088,Capital,2CAPI,Capital Investment,"13,375.63"
Environment & Regeneration,E&R Parking Services       ,Revenue Expenditure,25/01/2016,CLICK TRAVEL LIMITED,6796253,Revenue,1V304,Travel office Train Tickets,"1,402.41"
Environment & Regeneration,E&R Parking Services       ,Revenue Expenditure,21/01/2016,CLICK TRAVEL LIMITED,6807233,Revenue,1V304,Travel office Train Tickets,"7,150.62"
Environment & Regeneration,E&R Parking Services       ,Revenue Expenditure,18/01/2016,CLICK TRAVEL LIMITED,6791371,Revenue,1V304,Travel office Train Tickets,"2,788.63"
Environment & Regeneration,E&R Parking Services       ,Revenue Expenditure,11/01/2016,CLICK TRAVEL LIMITED,6783891,Revenue,1V304,Travel office Train Tickets,"4,698.44"
Environment & Regeneration,E&R Parking Services    ,Revenue Expenditure,04/01/2016,CLICK TRAVEL LIMITED,6780278,Revenue,1V304,Travel office Train Tickets,"4,157.43"
Children's Services,Int Childhood Services     ,Revenue Expenditure,28/01/2016,CLOWNING AROUND,6807931,Revenue,1EEK1,Community Family Hub - Central,420.00
Children's Services,Int Childhood Services     ,Revenue Expenditure,12/01/2016,CO OPERATIVE CHILDCARE,6799941,Revenue,1E20C,Sen Early Years Funding Panel,418.00
Adult and Culture,AS - Westgate AE   td       ,Revenue Expenditure,13/01/2016,COCA-COLA ENTERPRISES LTD,6796971,Revenue,1EA06,Westgate ASB,262.20
Environment & Regeneration,NS: District Heating       ,Revenue Expenditure,27/01/2016,COCHRAN BOILERS LTD,6782907,Revenue,1KR05,District Heating,357.00
Environment & Regeneration,E&R-Highway&Traffic Management   ,Revenue Expenditure,07/01/2016,COLAS LTD,6796936,Revenue,1KEAR,Cleansing Overhead,871.44
Adult and Culture,Social Services                        ,Revenue Expenditure,08/01/2016,COMFORT CALL LTD,6796257,Revenue,1MG55,Extra Care Housing,"17,723.20"
Adult and Culture,Social Services                        ,Revenue Expenditure,07/01/2016,COMFORT CALL LTD,6796923,Revenue,1MG55,Extra Care Housing,"9,683.57"
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,12/01/2016,COMFORT HOUSE,6799667,Revenue,1MG20,Residential Care OP,"40,332.32"
Adult and Culture,Social Services-Carefirst              ,Revenue Income,12/01/2016,COMFORT HOUSE,6799667,Revenue,1MG20,Residential Care OP,"-12,574.56"
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,12/01/2016,COMMUNITY INTEGRATED CARE,6799661,Revenue,1MK20,Residential Care LD,"2,505.44"
Adult and Culture,Social Services-Carefirst              ,Revenue Income,12/01/2016,COMMUNITY INTEGRATED CARE,6799661,Revenue,1MK20,Residential Care LD,-319.40
Chief Executive's,CD - Finance & Resources NOR           ,Capital Expenditure,13/01/2016,COMPANY CREATIVE,6796403,Capital,2N401,Capital General,"1,490.00"
Chief Executive's,CD - Finance & Resources NOR           ,Capital Expenditure,29/01/2016,COMPANY CREATIVE,6797396,Capital,2N401,Capital General,"2,240.00"
Children's Services,Invoice,Revenue Expenditure,08/01/2016,COMPASS COMPUTER CONSULTANTS LTD,6742781,Revenue,1EA15,Newcastle City Learning Main,269.18
Environment & Regeneration,Highways                               ,Revenue Expenditure,15/01/2016,COMPLETE MAINTENANCE SOLUTIONS LTD,6755068,Revenue,1KEMV,Blacksmiths,560.00
Environment & Regeneration,EEC U/Design               ,Revenue Expenditure,11/01/2016,CONNECT EXHIBITIONS LTD,6782822,Revenue,1V074,Grainger Town & Public Art,"2,076.80"
Chief Executive's,CD - Revenues & Benefits         ,Revenue Expenditure,27/01/2016,COOL BLUE BRAND COMMUNICATION LTD,6813268,Revenue,1CS14,Revs & Bens Small Grants,965.00
Chief Executive's,CD - Revenues & Benefits         ,Revenue Expenditure,27/01/2016,COOL BLUE BRAND COMMUNICATION LTD,6813269,Revenue,1CS14,Revs & Bens Small Grants,"5,000.00"
Chief Executive's,CD - Revenues & Benefits         ,Revenue Expenditure,27/01/2016,COOL BLUE BRAND COMMUNICATION LTD,6813270,Revenue,1CS14,Revs & Bens Small Grants,"1,784.00"
Chief Executive's,CD - Revenues & Benefits         ,Revenue Expenditure,27/01/2016,COOL BLUE BRAND COMMUNICATION LTD,6813271,Revenue,1CS14,Revs & Bens Small Grants,529.10
Chief Executive's,CD - Revenues & Benefits         ,Revenue Expenditure,27/01/2016,COOL BLUE BRAND COMMUNICATION LTD,6813272,Revenue,1CS14,Revs & Bens Small Grants,845.00
Chief Executive's,CD - Revenues & Benefits         ,Revenue Expenditure,27/01/2016,COOL BLUE BRAND COMMUNICATION LTD,6813276,Revenue,1CS14,Revs & Bens Small Grants,"1,800.00"
Chief Executive's,CD - Revenues & Benefits         ,Revenue Expenditure,27/01/2016,COOL BLUE BRAND COMMUNICATION LTD,6813277,Revenue,1CS14,Revs & Bens Small Grants,"1,093.00"
Chief Executive's,CD - Economic Development        ,Revenue Expenditure,08/01/2016,COOL BLUE BRAND COMMUNICATION LTD,6796391,Revenue,1FP95,Local Broadband Plan,"1,350.00"
Children's Services,Educ School Planning    ,Revenue Expenditure,19/01/2016,CO-OPERATIVE CHILCARE,6805611,Revenue,1MD67,S17 Children in Need,"1,678.96"
Chief Executive's,CD - Legal Services              ,Revenue Expenditure,07/01/2016,COOPERATIVE FUNERAL SERVICE,6794958,Revenue,1FA51,Coroner,960.00
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,19/01/2016,COQUET TRUST,6805497,Revenue,1MK50,Supported Living LD,"202,664.58"
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,19/01/2016,COQUET TRUST,6805538,Revenue,1MK50,Supported Living LD,484.80
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,19/01/2016,COQUET TRUST,6805538,Revenue,1MK51,Home Care LD,"21,324.99"
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,19/01/2016,COQUET TRUST,6805538,Revenue,1MK55,Home Care Family/Carer LD,"7,384.40"
Adult and Culture,Social Services-Carefirst              ,Revenue Income,19/01/2016,COQUET TRUST,6805497,Revenue,1MK50,Supported Living LD,"-8,676.03"
Adult and Culture,Social Services-Carefirst              ,Revenue Income,19/01/2016,COQUET TRUST,6805538,Revenue,1MK51,Home Care LD,-435.20
Environment & Regeneration,NS: Asset Man              ,Revenue Expenditure,28/01/2016,CORDALE INDUSTRIAL SERVICES LIMITED,6814258,Revenue,1DR03,Grainger Market,925.00
Environment & Regeneration,NS: Asset Man              ,Revenue Expenditure,20/01/2016,CORDALE INDUSTRIAL SERVICES LIMITED,6807111,Revenue,1V073,Historic Monumnets,325.00
Environment & Regeneration,NS: Asset Man              ,Revenue Expenditure,22/01/2016,CORDALE INDUSTRIAL SERVICES LIMITED,6809021,Revenue,1KL2C,Gibson St,"3,750.00"
Environment & Regeneration,NS: Asset Man              ,Revenue Expenditure,21/01/2016,CORDALE INDUSTRIAL SERVICES LIMITED,6808178,Revenue,1DT03,Denmark Street Industrial Est,325.00
Environment & Regeneration,NS: Asset Man              ,Revenue Expenditure,21/01/2016,CORDALE INDUSTRIAL SERVICES LIMITED,6808180,Revenue,1H5A2,Housing Shops Net Rent,310.00
Environment & Regeneration,NS: Asset Man              ,Revenue Expenditure,21/01/2016,CORDALE INDUSTRIAL SERVICES LIMITED,6808182,Revenue,1DT14,Walker Riverside Ind Units,"3,810.00"
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,12/01/2016,CORDINGLEY HOUSE,6799710,Revenue,1MK20,Residential Care LD,"1,773.76"
Adult and Culture,Social Services-Carefirst              ,Revenue Expenditure,12/01/2016,CORDINGLEY HOUSE,6799710,Revenue,1MK50,Supported Living LD,"4,138.76"
Adult and Culture,Social Services-Carefirst              ,Revenue Income,12/01/2016,CORDINGLEY HOUSE,6799710,Revenue,1MK50,Supported Living LD,-362.80
Environment & Regeneration,NS: Asset Man              ,Revenue Expenditure,07/01/2016,CORINTHIA LTD,6793747,Revenue,1V073,Historic Monumnets,890.00
Environment & Regeneration,NS: Asset Man              ,Revenue Expenditure,04/01/2016,CORINTHIA LTD,6790351,Revenue,1V074,Grainger Town & Public Art,975.00
Environment & Regeneration,NS: Repairs & Maintenance  ,Revenue Expenditure,28/01/2016,CORMETON ELECTRONICS,6814378,Revenue,1KR01,Responsive Maintenance,270.00
Environment & Regeneration,Allendale Rd                           ,Revenue Expenditure,28/01/2016,CORMETON ELECTRONICS,6813226,Revenue,1KVEE,Electrical Stand Alone Works,491.83
Environment & Regeneration,Allendale Rd                           ,Revenue Expenditure,21/01/2016,CORMETON ELECTRONICS,6807562,Revenue,1KVEE,Electrical Stand Alone Works,774.32
Environment & Regeneration,Allendale Rd                           ,Revenue Expenditure,21/01/2016,CORMETON ELECTRONICS,6807564,Revenue,1KR20,M&E Electrical,420.76
Adult and Culture,Social Services                        ,Revenue Expenditure,19/01/2016,CORNWALL COUNTY COUNCIL,6804351,Revenue,1MG01,Care Management OP,275.00
Chief Executive's,CD - Finance & Resources NOR           ,Revenue Expenditure,11/01/2016,CORONA ENERGY,6783414,Revenue,1DT17,Walker Riverside Indust Park,690.73
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,27/01/2016,CORONA ENERGY,6812751,Revenue,1DE46,i2- Byker NEC,"1,013.17"
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,27/01/2016,CORONA ENERGY,6812751,Revenue,1DE48,i8 - Lynwood NEC,"1,580.35"
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,27/01/2016,CORONA ENERGY,6812751,Revenue,1DE49,i4- Quayside NEC,929.23
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,27/01/2016,CORONA ENERGY,6812751,Revenue,1DE50,i6- Charlotte Square NEC,505.36
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,27/01/2016,CORONA ENERGY,6812751,Revenue,1E31B,PFI Full Services,"10,740.40"
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,27/01/2016,CORONA ENERGY,6812751,Revenue,1EEE1,Community Family Hub - East,114.30
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,27/01/2016,CORONA ENERGY,6812751,Revenue,1EEG1,Community Family Hub - West,309.89
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,27/01/2016,CORONA ENERGY,6812751,Revenue,1EJ20,City Library Premises,"3,016.71"
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,27/01/2016,CORONA ENERGY,6812751,Revenue,1EM10,Youth offending Team,88.20
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,27/01/2016,CORONA ENERGY,6812751,Revenue,1FC40,Cee Central Team,124.48
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,27/01/2016,CORONA ENERGY,6812751,Revenue,1HP01,Comm. Centres - Citywide,718.76
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,27/01/2016,CORONA ENERGY,6812751,Revenue,1HR01,HRA Comm Areas-Citywide,24.97
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,27/01/2016,CORONA ENERGY,6812751,Revenue,1KE27,Bereavement Services Overhead,"5,754.10"
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,27/01/2016,CORONA ENERGY,6812751,Revenue,1KEAT,Hortic Services Overhead,21.19
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,27/01/2016,CORONA ENERGY,6812751,Revenue,1KEWB,Newington Road West Depot,"4,910.75"
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,27/01/2016,CORONA ENERGY,6812751,Revenue,1KEWC,Condercum Road Depot,646.44
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,27/01/2016,CORONA ENERGY,6812751,Revenue,1KF08,Gosforth Civic Hall,48.98
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,27/01/2016,CORONA ENERGY,6812751,Revenue,1KKX1,Civic Centre Direct Costs,"19,166.48"
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,27/01/2016,CORONA ENERGY,6812751,Revenue,1KKY2,Allendale Accomodation,"5,383.86"
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,27/01/2016,CORONA ENERGY,6812751,Revenue,1KL17,Leisure Comm Building R&M,126.24
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,27/01/2016,CORONA ENERGY,6812751,Revenue,1KL1E,Elswick Pool,"1,464.58"
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,27/01/2016,CORONA ENERGY,6812751,Revenue,1MC05,Slatyford Lane Childrens Unit,303.76
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,27/01/2016,CORONA ENERGY,6812751,Revenue,1MC06,Iona Place Childrens Unit,206.95
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,27/01/2016,CORONA ENERGY,6812751,Revenue,1MC41,Bedeburn Short Break Unit,552.66
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,27/01/2016,CORONA ENERGY,6812751,Revenue,1MG25,Connie Lewcock House OP,"1,945.01"
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,27/01/2016,CORONA ENERGY,6812751,Revenue,1MG26,Byker Lodge Resource Centre OP,29.54
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,27/01/2016,CORONA ENERGY,6812751,Revenue,1MM23,Recovery & Support MH,321.05
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,27/01/2016,CORONA ENERGY,6812751,Revenue,1MM30,Beech Grove MH Resource Centre,496.76
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,27/01/2016,CORONA ENERGY,6812751,Revenue,1MW03,Capabilities,317.81
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,27/01/2016,CORONA ENERGY,6812751,Revenue,1V073,Historic Monumnets,8.37
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,27/01/2016,CORONA ENERGY,6812751,Revenue,1V204,Car Parking Infrastructure,389.37
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,27/01/2016,CORONA ENERGY,6812751,Revenue,1FRAE,Shieldfield,364.02
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,27/01/2016,CORONA ENERGY,6812751,Revenue,1VH22,Temporary Accommodation Prem,"1,717.35"
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,27/01/2016,CORONA ENERGY,6812751,Revenue,1VH07,Byker Trust Heating Costs,"114,029.89"
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,27/01/2016,CORONA ENERGY,6812751,Revenue,1KL60,Parks - Premises Costs,"1,411.99"
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,27/01/2016,CORONA ENERGY,6812751,Revenue,1KEWA,Newington Road East Depot,"2,246.18"
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,27/01/2016,CORONA ENERGY,6812751,Revenue,1FRA3,CSC Denton,725.51
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,27/01/2016,CORONA ENERGY,6812751,Revenue,1DF71,High Bridge Studios & Gallery,"13,978.02"
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,27/01/2016,CORONA ENERGY,6812751,Revenue,1MC09,Phillipson Street,149.15
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,27/01/2016,CORONA ENERGY,6812751,Revenue,1MK21,Castle Dene Resource Centre LD,545.76
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,27/01/2016,CORONA ENERGY,6812751,Revenue,1FRAT,Housing Advice,183.60
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,27/01/2016,CORONA ENERGY,6812751,Revenue,1HN02,HRA Lansdowne Crescent Hostel,221.52
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,27/01/2016,CORONA ENERGY,6812751,Revenue,1FRAA,Westgate,"6,911.18"
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,27/01/2016,CORONA ENERGY,6812751,Revenue,1HTPA,HRA-Palatine                 H,"3,221.25"
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,27/01/2016,CORONA ENERGY,6812751,Revenue,1EA04,Heaton ASB,"1,016.54"
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,27/01/2016,CORONA ENERGY,6812751,Revenue,1HJ01,HRA Sheltered HSG-Citywide,11.84
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,27/01/2016,CORONA ENERGY,6812751,Revenue,1KEDU,Waste Disposal Utilities,627.80
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,27/01/2016,CORONA ENERGY,6812751,Revenue,1HGA5,D.H - Queens Court,"5,541.62"
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,27/01/2016,CORONA ENERGY,6812751,Revenue,1KL41,West Denton Comm Assoc,"1,197.66"
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,27/01/2016,CORONA ENERGY,6812751,Revenue,1HCSA,HRA - YHN House,"2,354.92"
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,27/01/2016,CORONA ENERGY,6812751,Revenue,1V072,Historic Environment,135.10
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,27/01/2016,CORONA ENERGY,6812751,Revenue,1DV01,1 Charlotte Square,682.05
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,27/01/2016,CORONA ENERGY,6812751,Revenue,1HGB4,G.H - OAP Bungalows - GEN,"39,779.39"
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,27/01/2016,CORONA ENERGY,6812751,Revenue,1HGA3,D.H - Cruddas Park,"8,128.98"
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,27/01/2016,CORONA ENERGY,6812751,Revenue,1DQ8D,S&M Great North Rd,27.00
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,27/01/2016,CORONA ENERGY,6812751,Revenue,1HHT4,Tenancy Services WE,736.52
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,27/01/2016,CORONA ENERGY,6812751,Revenue,1KL2F,Scotswood Sport Centre,686.17
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,27/01/2016,CORONA ENERGY,6812751,Revenue,1FRAP,Area West Regen Centre,"1,071.51"
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,27/01/2016,CORONA ENERGY,6812751,Revenue,1EJ71,Blakelaw Branch Library,705.99
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,27/01/2016,CORONA ENERGY,6812751,Revenue,1EJ75,Newburn Branch Library,277.68
Chief Executive's,Utilities - NCC                        ,Revenue Expenditure,27/01/2016,CORONA ENERGY,6812751,Revenue,1HEPS,Tenancy Services PS,70.01
